Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-07-13 00:00:00+09:00,2013.052995764991,2041.974851804488,2001.5760687651905,2030.4979248046875,19826600,0.0,0.0
2023-07-14 00:00:00+09:00,2037.8431736332968,2048.4019465536767,2017.1847048760321,2036.4659423828125,21578800,0.0,0.0
2023-07-18 00:00:00+09:00,2032.7930341448102,2063.551194327218,2030.9567260742188,2056.6650390625,18107200,0.0,0.0
2023-07-19 00:00:00+09:00,2080.9964336926423,2103.4912109375,2079.6192024327534,2103.4912109375,22597800,0.0,0.0
2023-07-20 00:00:00+09:00,2103.950297313535,2121.854303771145,2088.800753387865,2099.818603515625,21073000,0.0,0.0
2023-07-21 00:00:00+09:00,2101.6553076972336,2112.6731599001023,2090.6374554943645,2100.278076171875,20284200,0.0,0.0
2023-07-24 00:00:00+09:00,2127.3632040368507,2142.053670702621,2118.6407394540493,2133.790283203125,23557600,0.0,0.0
2023-07-25 00:00:00+09:00,2126.9042309065267,2152.612548828125,2122.3134598490983,2152.612548828125,23265300,0.0,0.0
2023-07-26 00:00:00+09:00,2128.2812409577546,2135.6264738859954,2116.8043145073784,2131.953857421875,19436200,0.0,0.0
2023-07-27 00:00:00+09:00,2125.5270559996834,2138.3812153016256,2114.968282287374,2130.576904296875,18487400,0.0,0.0
2023-07-28 00:00:00+09:00,2101.195721409125,2136.5446553283955,2078.241868214793,2120.93603515625,37405600,0.0,0.0
2023-07-31 00:00:00+09:00,2157.66251109172,2190.716064453125,2156.2852797016612,2190.716064453125,44133500,0.0,0.0
2023-08-01 00:00:00+09:00,2201.7338650550755,2262.332044827234,2191.6341684263825,2245.34619140625,68906000,0.0,0.0
2023-08-02 00:00:00+09:00,2238.918800925637,2340.374830247877,2220.555718695367,2297.6806640625,78801100,0.0,0.0
2023-08-03 00:00:00+09:00,2273.349612214434,2274.2677663389145,2204.4880528783747,2210.4560546875,44187800,0.0,0.0
2023-08-04 00:00:00+09:00,2209.9970309495193,2255.4456612079325,2204.9471831430287,2238.000732421875,30038200,0.0,0.0
2023-08-07 00:00:00+09:00,2232.491823087152,2255.904753989362,2225.6056669394434,2243.96875,19853700,0.0,0.0
2023-08-08 00:00:00+09:00,2261.8728969252084,2273.3498245532032,2222.3922658849065,2225.146728515625,22190700,0.0,0.0
2023-08-09 00:00:00+09:00,2224.687718100997,2228.3603350520507,2188.8797028282197,2199.4384765625,19106300,0.0,0.0
2023-08-10 00:00:00+09:00,2209.5378219962563,2233.4098283839157,2198.979049940176,2230.1962890625,19458600,0.0,0.0
2023-08-14 00:00:00+09:00,2239.8373874398167,2258.2004732150967,2206.32475589993,2210.91552734375,17152200,0.0,0.0
2023-08-15 00:00:00+09:00,2233.869296253294,2238.460067515631,2216.8834425826462,2221.01513671875,12578800,0.0,0.0
2023-08-16 00:00:00+09:00,2203.569921957393,2215.0468486342543,2174.188989664628,2176.484375,22466200,0.0,0.0
2023-08-17 00:00:00+09:00,2167.302849255643,2184.288700859638,2141.5945333144623,2182.452392578125,18693200,0.0,0.0
2023-08-18 00:00:00+09:00,2156.2853076296597,2174.1893159323117,2143.4311478226273,2156.744384765625,20054000,0.0,0.0
2023-08-21 00:00:00+09:00,2157.2030482819296,2181.5341318228834,2155.825817138102,2163.630126953125,14606100,0.0,0.0
2023-08-22 00:00:00+09:00,2190.715781112598,2221.933021916382,2187.961318688735,2218.719482421875,18256500,0.0,0.0
2023-08-23 00:00:00+09:00,2197.1429949010517,2213.6697704581843,2193.9294552093866,2213.210693359375,15164600,0.0,0.0
2023-08-24 00:00:00+09:00,2214.1290869140626,2215.0472412109375,2198.0613867187503,2203.5703125,16406900,0.0,0.0
2023-08-25 00:00:00+09:00,2185.2069354286273,2205.406327268724,2182.4524729049776,2198.979248046875,15384300,0.0,0.0
2023-08-28 00:00:00+09:00,2223.3102076933806,2246.7231378177585,2221.9329765095936,2237.08251953125,18256100,0.0,0.0
2023-08-29 00:00:00+09:00,2246.264256396755,2250.3959503079695,2218.7196303219944,2232.491943359375,17541400,0.0,0.0
2023-08-30 00:00:00+09:00,2249.018721357082,2261.872880205418,2240.2962564242825,2255.44580078125,19036300,0.0,0.0
2023-08-31 00:00:00+09:00,2263.2500067951664,2317.421102292495,2261.413698473223,2309.15771484375,39487900,0.0,0.0
2023-09-01 00:00:00+09:00,2281.6129894828155,2318.339154303464,2279.776681241783,2313.289306640625,23445600,0.0,0.0
2023-09-04 00:00:00+09:00,2332.111651452719,2386.741825965096,2331.193497259234,2384.905517578125,33250800,0.0,0.0
2023-09-05 00:00:00+09:00,2387.2007697832178,2395.9232341343486,2354.1472206631424,2377.10107421875,28061100,0.0,0.0
2023-09-06 00:00:00+09:00,2393.6280694858665,2445.9628604182385,2392.250838145541,2434.02685546875,31630100,0.0,0.0
2023-09-07 00:00:00+09:00,2439.5359372778016,2452.849174421395,2417.50023441944,2421.1728515625,26184700,0.0,0.0
2023-09-08 00:00:00+09:00,2397.3003107892337,2428.976626653741,2385.364307709854,2389.955078125,30458600,0.0,0.0
2023-09-11 00:00:00+09:00,2396.8414972735277,2403.72765365336,2374.3467197660766,2382.610107421875,16439600,0.0,0.0
2023-09-12 00:00:00+09:00,2409.2365567369216,2442.2901070580074,2404.645785858993,2439.53564453125,21560000,0.0,0.0
2023-09-13 00:00:00+09:00,2439.5355594990765,2492.7884998268696,2434.0266346375806,2485.90234375,29244700,0.0,0.0
2023-09-14 00:00:00+09:00,2493.247636109287,2531.351033972861,2473.5073215534594,2523.087646484375,31358600,0.0,0.0
2023-09-15 00:00:00+09:00,2559.813615181419,2609.3939362789074,2552.9274594734347,2590.57177734375,49241800,0.0,0.0
2023-09-19 00:00:00+09:00,2576.7993680318195,2649.3335387335883,2568.995058525933,2644.28369140625,40156000,0.0,0.0
2023-09-20 00:00:00+09:00,2662.6468943288896,2673.205666496056,2568.0770218751395,2569.913330078125,42976800,0.0,0.0
2023-09-21 00:00:00+09:00,2569.913391211884,2602.9669396519084,2547.8776922518678,2557.518310546875,25747000,0.0,0.0
2023-09-22 00:00:00+09:00,2524.464935942963,2580.931418416319,2511.151700237863,2560.27294921875,28714900,0.0,0.0
2023-09-25 00:00:00+09:00,2557.0595345953852,2560.7321515211956,2516.201671295746,2535.48291015625,21522300,0.0,0.0
2023-09-26 00:00:00+09:00,2538.6964966696573,2540.0737280421727,2485.902627389909,2494.166015625,26603400,0.0,0.0
2023-09-27 00:00:00+09:00,2479.0162465457834,2526.301186063231,2457.898700741875,2523.087646484375,31403100,0.0,0.0
